ID,GOID,Title,Cue,Dimension
3300226426,3300226426,Venezuela's Leader Eases Her System's Authoritarian Grip,0,Neutral
3300226426_E1,3300226426,"Venezuela's Leader Eases Her System's Authoritarian Grip, in a Surprise Development",1,Engagement
3300226426_E2,3300226426,Venezuela's Leader Eases Her System's Authoritarian Grip Draws Intense Public Response,2,Engagement
3300226426_E3,3300226426,Venezuela's Leader Eases Her System's Authoritarian Grip as Pressure Builds,3,Engagement
3300226426_C1,3300226426,What the Data Show About Venezuela's Leader Eases Her System's Authoritarian Grip,1,Credibility
3300226426_C2,3300226426,Report: Venezuela's Leader Eases Her System's Authoritarian Grip,2,Credibility
3300226426_C3,3300226426,Review Underway Regarding Venezuela's Leader Eases Her System's Authoritarian Grip,3,Credibility
3300226428,3300226428,"From Dawn to Dusk, a School District Keeps Watch for Federal Agents",0,Neutral
3300226428_E1,3300226428,"From Dawn to Dusk, a School District Keeps Watch for Federal Agents, in a Surprise Development",1,Engagement
3300226428_E2,3300226428,"From Dawn to Dusk, a School District Keeps Watch for Federal Agents Sparks Widespread Concern",2,Engagement
3300226428_E3,3300226428,"From Dawn to Dusk, a School District Keeps Watch for Federal Agents as Pressure Builds",3,Engagement
3300226428_C1,3300226428,"Details on From Dawn to Dusk, a School District Keeps Watch for Federal Agents",1,Credibility
3300226428_C2,3300226428,"From Dawn to Dusk, a School District Keeps Watch for Federal Agents, According to Officials",2,Credibility
3300226428_C3,3300226428,"Formal Process Examines From Dawn to Dusk, a School District Keeps Watch for Federal Agents",3,Credibility
3300226429,3300226429,Gold Card Visa Program Draws Lawsuit,0,Neutral
3300226429_E1,3300226429,An Unexpected Turn: Gold Card Visa Program Draws Lawsuit,1,Engagement
3300226429_E2,3300226429,Gold Card Visa Program Draws Lawsuit Draws Intense Public Response,2,Engagement
3300226429_E3,3300226429,"Gold Card Visa Program Draws Lawsuit, With Key Questions Unresolved",3,Engagement
3300226429_C1,3300226429,What the Data Show About Gold Card Visa Program Draws Lawsuit,1,Credibility
3300226429_C2,3300226429,"Gold Card Visa Program Draws Lawsuit, According to Officials",2,Credibility
3300226429_C3,3300226429,Review Underway Regarding Gold Card Visa Program Draws Lawsuit,3,Credibility
3300226430,3300226430,Party Tips That Let You Enjoy the Game,0,Neutral
3300226430_E1,3300226430,An Unexpected Turn: Party Tips That Let You Enjoy the Game,1,Engagement
3300226430_E2,3300226430,Why Party Tips That Let You Enjoy the Game Is Stirring Strong Reactions,2,Engagement
3300226430_E3,3300226430,Party Tips That Let You Enjoy the Game While Stakes Continue to Rise,3,Engagement
3300226430_C1,3300226430,What the Data Show About Party Tips That Let You Enjoy the Game,1,Credibility
3300226430_C2,3300226430,"Party Tips That Let You Enjoy the Game, Analysts Say",2,Credibility
3300226430_C3,3300226430,Formal Process Examines Party Tips That Let You Enjoy the Game,3,Credibility
3300226431,3300226431,Mayor Above the Fray Tackles Fussy Rules for Cars and Cafes,0,Neutral
3300226431_E1,3300226431,What No One Saw Coming: Mayor Above the Fray Tackles Fussy Rules for Cars and Cafes,1,Engagement
3300226431_E2,3300226431,Why Mayor Above the Fray Tackles Fussy Rules for Cars and Cafes Is Stirring Strong Reactions,2,Engagement
3300226431_E3,3300226431,Mayor Above the Fray Tackles Fussy Rules for Cars and Cafes as Pressure Builds,3,Engagement
3300226431_C1,3300226431,"Mayor Above the Fray Tackles Fussy Rules for Cars and Cafes, Explained",1,Credibility
3300226431_C2,3300226431,"Mayor Above the Fray Tackles Fussy Rules for Cars and Cafes, According to Officials",2,Credibility
3300226431_C3,3300226431,Review Underway Regarding Mayor Above the Fray Tackles Fussy Rules for Cars and Cafes,3,Credibility
3300226432,3300226432,This Call to Worship Is Quite a Joking Matter,0,Neutral
3300226432_E1,3300226432,What No One Saw Coming: This Call to Worship Is Quite a Joking Matter,1,Engagement
3300226432_E2,3300226432,This Call to Worship Is Quite a Joking Matter Sparks Widespread Concern,2,Engagement
3300226432_E3,3300226432,This Call to Worship Is Quite a Joking Matter While Stakes Continue to Rise,3,Engagement
3300226432_C1,3300226432,"This Call to Worship Is Quite a Joking Matter, Explained",1,Credibility
3300226432_C2,3300226432,"This Call to Worship Is Quite a Joking Matter, According to Officials",2,Credibility
3300226432_C3,3300226432,Formal Process Examines This Call to Worship Is Quite a Joking Matter,3,Credibility
3300226433,3300226433,Trump Signs Bill To Halt Impasse,0,Neutral
3300226433_E1,3300226433,An Unexpected Turn: Trump Signs Bill To Halt Impasse,1,Engagement
3300226433_E2,3300226433,Trump Signs Bill To Halt Impasse Draws Intense Public Response,2,Engagement
3300226433_E3,3300226433,Trump Signs Bill To Halt Impasse as Pressure Builds,3,Engagement
3300226433_C1,3300226433,What the Data Show About Trump Signs Bill To Halt Impasse,1,Credibility
3300226433_C2,3300226433,"Trump Signs Bill To Halt Impasse, According to Officials",2,Credibility
3300226433_C3,3300226433,Officials Assess Trump Signs Bill To Halt Impasse,3,Credibility
3300226435,3300226435,Trump Plans $12 Billion 'Vault' of Tech Minerals,0,Neutral
3300226435_E1,3300226435,An Unexpected Turn: Trump Plans $12 Billion 'Vault' of Tech Minerals,1,Engagement
3300226435_E2,3300226435,Why Trump Plans $12 Billion 'Vault' of Tech Minerals Is Stirring Strong Reactions,2,Engagement
3300226435_E3,3300226435,"Trump Plans $12 Billion 'Vault' of Tech Minerals, With Key Questions Unresolved",3,Engagement
3300226435_C1,3300226435,"Trump Plans $12 Billion 'Vault' of Tech Minerals, Explained",1,Credibility
3300226435_C2,3300226435,"Trump Plans $12 Billion 'Vault' of Tech Minerals, Analysts Say",2,Credibility
3300226435_C3,3300226435,Formal Process Examines Trump Plans $12 Billion 'Vault' of Tech Minerals,3,Credibility
3300226436,3300226436,League to Examine Giants Owner's Epstein Ties,0,Neutral
3300226436_E1,3300226436,"League to Examine Giants Owner's Epstein Ties, in a Surprise Development",1,Engagement
3300226436_E2,3300226436,Why League to Examine Giants Owner's Epstein Ties Is Stirring Strong Reactions,2,Engagement
3300226436_E3,3300226436,"League to Examine Giants Owner's Epstein Ties, With Key Questions Unresolved",3,Engagement
3300226436_C1,3300226436,What the Data Show About League to Examine Giants Owner's Epstein Ties,1,Credibility
3300226436_C2,3300226436,"League to Examine Giants Owner's Epstein Ties, According to Officials",2,Credibility
3300226436_C3,3300226436,Formal Process Examines League to Examine Giants Owner's Epstein Ties,3,Credibility
3300226437,3300226437,Waymo Raises Funding To Fuel Its Global Goals,0,Neutral
3300226437_E1,3300226437,What No One Saw Coming: Waymo Raises Funding To Fuel Its Global Goals,1,Engagement
3300226437_E2,3300226437,Why Waymo Raises Funding To Fuel Its Global Goals Is Stirring Strong Reactions,2,Engagement
3300226437_E3,3300226437,"Waymo Raises Funding To Fuel Its Global Goals, With Key Questions Unresolved",3,Engagement
3300226437_C1,3300226437,"Waymo Raises Funding To Fuel Its Global Goals, Explained",1,Credibility
3300226437_C2,3300226437,"Waymo Raises Funding To Fuel Its Global Goals, Analysts Say",2,Credibility
3300226437_C3,3300226437,Officials Assess Waymo Raises Funding To Fuel Its Global Goals,3,Credibility
3300226438,3300226438,Stars Move to Downbeat of Politics at Grammys,0,Neutral
3300226438_E1,3300226438,What No One Saw Coming: Stars Move to Downbeat of Politics at Grammys,1,Engagement
3300226438_E2,3300226438,Why Stars Move to Downbeat of Politics at Grammys Is Stirring Strong Reactions,2,Engagement
3300226438_E3,3300226438,Stars Move to Downbeat of Politics at Grammys While Stakes Continue to Rise,3,Engagement
3300226438_C1,3300226438,"Stars Move to Downbeat of Politics at Grammys, Explained",1,Credibility
3300226438_C2,3300226438,"Stars Move to Downbeat of Politics at Grammys, Analysts Say",2,Credibility
3300226438_C3,3300226438,Officials Assess Stars Move to Downbeat of Politics at Grammys,3,Credibility
3300226439,3300226439,Heirs Say a Pissarro Was Sold Under Duress,0,Neutral
3300226439_E1,3300226439,"Heirs Say a Pissarro Was Sold Under Duress, in a Surprise Development",1,Engagement
3300226439_E2,3300226439,Heirs Say a Pissarro Was Sold Under Duress Draws Intense Public Response,2,Engagement
3300226439_E3,3300226439,Heirs Say a Pissarro Was Sold Under Duress as Pressure Builds,3,Engagement
3300226439_C1,3300226439,What the Data Show About Heirs Say a Pissarro Was Sold Under Duress,1,Credibility
3300226439_C2,3300226439,Report: Heirs Say a Pissarro Was Sold Under Duress,2,Credibility
3300226439_C3,3300226439,Officials Assess Heirs Say a Pissarro Was Sold Under Duress,3,Credibility
3300226440,3300226440,"2 Days Before Death, Epstein Signed a Trust Document to Dole Out His Fortune",0,Neutral
3300226440_E1,3300226440,"What No One Saw Coming: 2 Days Before Death, Epstein Signed a Trust Document to Dole Out His Fortune",1,Engagement
3300226440_E2,3300226440,"2 Days Before Death, Epstein Signed a Trust Document to Dole Out His Fortune Draws Intense Public Response",2,Engagement
3300226440_E3,3300226440,"2 Days Before Death, Epstein Signed a Trust Document to Dole Out His Fortune as Pressure Builds",3,Engagement
3300226440_C1,3300226440,"What the Data Show About 2 Days Before Death, Epstein Signed a Trust Document to Dole Out His Fortune",1,Credibility
3300226440_C2,3300226440,"2 Days Before Death, Epstein Signed a Trust Document to Dole Out His Fortune, According to Officials",2,Credibility
3300226440_C3,3300226440,"Review Underway Regarding 2 Days Before Death, Epstein Signed a Trust Document to Dole Out His Fortune",3,Credibility
3300226442,3300226442,Experts Give Trump Suit Against Noah Slim Chances,0,Neutral
3300226442_E1,3300226442,What No One Saw Coming: Experts Give Trump Suit Against Noah Slim Chances,1,Engagement
3300226442_E2,3300226442,Experts Give Trump Suit Against Noah Slim Chances Draws Intense Public Response,2,Engagement
3300226442_E3,3300226442,Experts Give Trump Suit Against Noah Slim Chances While Stakes Continue to Rise,3,Engagement
3300226442_C1,3300226442,Details on Experts Give Trump Suit Against Noah Slim Chances,1,Credibility
3300226442_C2,3300226442,"Experts Give Trump Suit Against Noah Slim Chances, According to Officials",2,Credibility
3300226442_C3,3300226442,Formal Process Examines Experts Give Trump Suit Against Noah Slim Chances,3,Credibility
3300226443,3300226443,Humor Too Jewish For Laughs?,0,Neutral
3300226443_E1,3300226443,An Unexpected Turn: Humor Too Jewish For Laughs?,1,Engagement
3300226443_E2,3300226443,Humor Too Jewish For Laughs? Draws Intense Public Response,2,Engagement
3300226443_E3,3300226443,"Humor Too Jewish For Laughs?, With Key Questions Unresolved",3,Engagement
3300226443_C1,3300226443,"Humor Too Jewish For Laughs?, Explained",1,Credibility
3300226443_C2,3300226443,"Humor Too Jewish For Laughs?, According to Officials",2,Credibility
3300226443_C3,3300226443,Review Underway Regarding Humor Too Jewish For Laughs?,3,Credibility
3300226444,3300226444,Warm Bowls of Inspiration,0,Neutral
3300226444_E1,3300226444,"Warm Bowls of Inspiration, in a Surprise Development",1,Engagement
3300226444_E2,3300226444,Why Warm Bowls of Inspiration Is Stirring Strong Reactions,2,Engagement
3300226444_E3,3300226444,"Warm Bowls of Inspiration, With Key Questions Unresolved",3,Engagement
3300226444_C1,3300226444,Details on Warm Bowls of Inspiration,1,Credibility
3300226444_C2,3300226444,Report: Warm Bowls of Inspiration,2,Credibility
3300226444_C3,3300226444,Formal Process Examines Warm Bowls of Inspiration,3,Credibility
3300226445,3300226445,"For Fans, Each Day Will Be Cross-Country Event",0,Neutral
3300226445_E1,3300226445,"For Fans, Each Day Will Be Cross-Country Event, in a Surprise Development",1,Engagement
3300226445_E2,3300226445,"For Fans, Each Day Will Be Cross-Country Event Draws Intense Public Response",2,Engagement
3300226445_E3,3300226445,"For Fans, Each Day Will Be Cross-Country Event, With Key Questions Unresolved",3,Engagement
3300226445_C1,3300226445,"For Fans, Each Day Will Be Cross-Country Event, Explained",1,Credibility
3300226445_C2,3300226445,"For Fans, Each Day Will Be Cross-Country Event, According to Officials",2,Credibility
3300226445_C3,3300226445,"Formal Process Examines For Fans, Each Day Will Be Cross-Country Event",3,Credibility
3300226446,3300226446,German Firm Makes Big Bet On Power Need For A.I. in U.S.,0,Neutral
3300226446_E1,3300226446,What No One Saw Coming: German Firm Makes Big Bet On Power Need For A.I. in U.S.,1,Engagement
3300226446_E2,3300226446,German Firm Makes Big Bet On Power Need For A.I. in U.S. Draws Intense Public Response,2,Engagement
3300226446_E3,3300226446,German Firm Makes Big Bet On Power Need For A.I. in U.S. as Pressure Builds,3,Engagement
3300226446_C1,3300226446,"German Firm Makes Big Bet On Power Need For A.I. in U.S., Explained",1,Credibility
3300226446_C2,3300226446,"German Firm Makes Big Bet On Power Need For A.I. in U.S., According to Officials",2,Credibility
3300226446_C3,3300226446,Review Underway Regarding German Firm Makes Big Bet On Power Need For A.I. in U.S.,3,Credibility
3300226447,3300226447,A Journalist Who Looks for Clues in Plain Sight,0,Neutral
3300226447_E1,3300226447,What No One Saw Coming: A Journalist Who Looks for Clues in Plain Sight,1,Engagement
3300226447_E2,3300226447,Why A Journalist Who Looks for Clues in Plain Sight Is Stirring Strong Reactions,2,Engagement
3300226447_E3,3300226447,A Journalist Who Looks for Clues in Plain Sight While Stakes Continue to Rise,3,Engagement
3300226447_C1,3300226447,"A Journalist Who Looks for Clues in Plain Sight, Explained",1,Credibility
3300226447_C2,3300226447,"A Journalist Who Looks for Clues in Plain Sight, According to Officials",2,Credibility
3300226447_C3,3300226447,Officials Assess A Journalist Who Looks for Clues in Plain Sight,3,Credibility
3300226448,3300226448,Here to Help; Backsliding on Your Resolutions? Here's How to Get on Track.,0,Neutral
3300226448_E1,3300226448,An Unexpected Turn: Here to Help; Backsliding on Your Resolutions? Here's How to Get on Track.,1,Engagement
3300226448_E2,3300226448,Here to Help; Backsliding on Your Resolutions? Here's How to Get on Track. Draws Intense Public Response,2,Engagement
3300226448_E3,3300226448,"Here to Help; Backsliding on Your Resolutions? Here's How to Get on Track., With Key Questions Unresolved",3,Engagement
3300226448_C1,3300226448,Details on Here to Help; Backsliding on Your Resolutions? Here's How to Get on Track.,1,Credibility
3300226448_C2,3300226448,Report: Here to Help; Backsliding on Your Resolutions? Here's How to Get on Track.,2,Credibility
3300226448_C3,3300226448,Review Underway Regarding Here to Help; Backsliding on Your Resolutions? Here's How to Get on Track.,3,Credibility
3300226449,3300226449,"After Months Of Wrangling, France Passes A State Budget",0,Neutral
3300226449_E1,3300226449,"After Months Of Wrangling, France Passes A State Budget, in a Surprise Development",1,Engagement
3300226449_E2,3300226449,"After Months Of Wrangling, France Passes A State Budget Sparks Widespread Concern",2,Engagement
3300226449_E3,3300226449,"After Months Of Wrangling, France Passes A State Budget as Pressure Builds",3,Engagement
3300226449_C1,3300226449,"After Months Of Wrangling, France Passes A State Budget, Explained",1,Credibility
3300226449_C2,3300226449,"After Months Of Wrangling, France Passes A State Budget, Analysts Say",2,Credibility
3300226449_C3,3300226449,"Review Underway Regarding After Months Of Wrangling, France Passes A State Budget",3,Credibility
3300226450,3300226450,"As Talks Near, Russia Strikes Power Plants In Ukraine",0,Neutral
3300226450_E1,3300226450,"An Unexpected Turn: As Talks Near, Russia Strikes Power Plants In Ukraine",1,Engagement
3300226450_E2,3300226450,"Why As Talks Near, Russia Strikes Power Plants In Ukraine Is Stirring Strong Reactions",2,Engagement
3300226450_E3,3300226450,"As Talks Near, Russia Strikes Power Plants In Ukraine While Stakes Continue to Rise",3,Engagement
3300226450_C1,3300226450,"As Talks Near, Russia Strikes Power Plants In Ukraine, Explained",1,Credibility
3300226450_C2,3300226450,"As Talks Near, Russia Strikes Power Plants In Ukraine, Analysts Say",2,Credibility
3300226450_C3,3300226450,"Review Underway Regarding As Talks Near, Russia Strikes Power Plants In Ukraine",3,Credibility
3300226451,3300226451,Tokyo Pizzeria Earns a Global Following,0,Neutral
3300226451_E1,3300226451,"Tokyo Pizzeria Earns a Global Following, in a Surprise Development",1,Engagement
3300226451_E2,3300226451,Why Tokyo Pizzeria Earns a Global Following Is Stirring Strong Reactions,2,Engagement
3300226451_E3,3300226451,Tokyo Pizzeria Earns a Global Following as Pressure Builds,3,Engagement
3300226451_C1,3300226451,"Tokyo Pizzeria Earns a Global Following, Explained",1,Credibility
3300226451_C2,3300226451,"Tokyo Pizzeria Earns a Global Following, According to Officials",2,Credibility
3300226451_C3,3300226451,Officials Assess Tokyo Pizzeria Earns a Global Following,3,Credibility
3300226453,3300226453,A Hamas Hostage's Secret Ordeal,0,Neutral
3300226453_E1,3300226453,An Unexpected Turn: A Hamas Hostage's Secret Ordeal,1,Engagement
3300226453_E2,3300226453,Why A Hamas Hostage's Secret Ordeal Is Stirring Strong Reactions,2,Engagement
3300226453_E3,3300226453,A Hamas Hostage's Secret Ordeal as Pressure Builds,3,Engagement
3300226453_C1,3300226453,What the Data Show About A Hamas Hostage's Secret Ordeal,1,Credibility
3300226453_C2,3300226453,"A Hamas Hostage's Secret Ordeal, According to Officials",2,Credibility
3300226453_C3,3300226453,Formal Process Examines A Hamas Hostage's Secret Ordeal,3,Credibility
3300226454,3300226454,When Eating Is Just Too Much Trouble,0,Neutral
3300226454_E1,3300226454,An Unexpected Turn: When Eating Is Just Too Much Trouble,1,Engagement
3300226454_E2,3300226454,Why When Eating Is Just Too Much Trouble Is Stirring Strong Reactions,2,Engagement
3300226454_E3,3300226454,When Eating Is Just Too Much Trouble While Stakes Continue to Rise,3,Engagement
3300226454_C1,3300226454,Details on When Eating Is Just Too Much Trouble,1,Credibility
3300226454_C2,3300226454,Report: When Eating Is Just Too Much Trouble,2,Credibility
3300226454_C3,3300226454,Review Underway Regarding When Eating Is Just Too Much Trouble,3,Credibility
3300226455,3300226455,Spain Leader Seeks to Ban Under-16 Use Of Platforms,0,Neutral
3300226455_E1,3300226455,An Unexpected Turn: Spain Leader Seeks to Ban Under-16 Use Of Platforms,1,Engagement
3300226455_E2,3300226455,Spain Leader Seeks to Ban Under-16 Use Of Platforms Draws Intense Public Response,2,Engagement
3300226455_E3,3300226455,"Spain Leader Seeks to Ban Under-16 Use Of Platforms, With Key Questions Unresolved",3,Engagement
3300226455_C1,3300226455,Details on Spain Leader Seeks to Ban Under-16 Use Of Platforms,1,Credibility
3300226455_C2,3300226455,"Spain Leader Seeks to Ban Under-16 Use Of Platforms, Analysts Say",2,Credibility
3300226455_C3,3300226455,Review Underway Regarding Spain Leader Seeks to Ban Under-16 Use Of Platforms,3,Credibility
3300226458,3300226458,Writer Is Held in Iran For Criticizing Regime,0,Neutral
3300226458_E1,3300226458,"Writer Is Held in Iran For Criticizing Regime, in a Surprise Development",1,Engagement
3300226458_E2,3300226458,Writer Is Held in Iran For Criticizing Regime Sparks Widespread Concern,2,Engagement
3300226458_E3,3300226458,Writer Is Held in Iran For Criticizing Regime While Stakes Continue to Rise,3,Engagement
3300226458_C1,3300226458,"Writer Is Held in Iran For Criticizing Regime, Explained",1,Credibility
3300226458_C2,3300226458,"Writer Is Held in Iran For Criticizing Regime, Analysts Say",2,Credibility
3300226458_C3,3300226458,Review Underway Regarding Writer Is Held in Iran For Criticizing Regime,3,Credibility
3300226459,3300226459,"'I'm Not Ripping It Down,' Trump Says of Plan for Kennedy Center",0,Neutral
3300226459_E1,3300226459,"What No One Saw Coming: 'I'm Not Ripping It Down,' Trump Says of Plan for Kennedy Center",1,Engagement
3300226459_E2,3300226459,"'I'm Not Ripping It Down,' Trump Says of Plan for Kennedy Center Sparks Widespread Concern",2,Engagement
3300226459_E3,3300226459,"'I'm Not Ripping It Down,' Trump Says of Plan for Kennedy Center as Pressure Builds",3,Engagement
3300226459_C1,3300226459,"'I'm Not Ripping It Down,' Trump Says of Plan for Kennedy Center, Explained",1,Credibility
3300226459_C2,3300226459,"'I'm Not Ripping It Down,' Trump Says of Plan for Kennedy Center, According to Officials",2,Credibility
3300226459_C3,3300226459,"Review Underway Regarding 'I'm Not Ripping It Down,' Trump Says of Plan for Kennedy Center",3,Credibility
3300226460,3300226460,Ticking Closer Toward Doom,0,Neutral
3300226460_E1,3300226460,"Ticking Closer Toward Doom, in a Surprise Development",1,Engagement
3300226460_E2,3300226460,Ticking Closer Toward Doom Draws Intense Public Response,2,Engagement
3300226460_E3,3300226460,Ticking Closer Toward Doom While Stakes Continue to Rise,3,Engagement
3300226460_C1,3300226460,"Ticking Closer Toward Doom, Explained",1,Credibility
3300226460_C2,3300226460,"Ticking Closer Toward Doom, Analysts Say",2,Credibility
3300226460_C3,3300226460,Formal Process Examines Ticking Closer Toward Doom,3,Credibility
3300226461,3300226461,"Icemageddon, Southern Style",0,Neutral
3300226461_E1,3300226461,"What No One Saw Coming: Icemageddon, Southern Style",1,Engagement
3300226461_E2,3300226461,"Icemageddon, Southern Style Draws Intense Public Response",2,Engagement
3300226461_E3,3300226461,"Icemageddon, Southern Style While Stakes Continue to Rise",3,Engagement
3300226461_C1,3300226461,"Icemageddon, Southern Style, Explained",1,Credibility
3300226461_C2,3300226461,"Icemageddon, Southern Style, Analysts Say",2,Credibility
3300226461_C3,3300226461,"Officials Assess Icemageddon, Southern Style",3,Credibility
3300226462,3300226462,A Morality Tale Wrapped in Farce,0,Neutral
3300226462_E1,3300226462,What No One Saw Coming: A Morality Tale Wrapped in Farce,1,Engagement
3300226462_E2,3300226462,A Morality Tale Wrapped in Farce Draws Intense Public Response,2,Engagement
3300226462_E3,3300226462,"A Morality Tale Wrapped in Farce, With Key Questions Unresolved",3,Engagement
3300226462_C1,3300226462,What the Data Show About A Morality Tale Wrapped in Farce,1,Credibility
3300226462_C2,3300226462,"A Morality Tale Wrapped in Farce, Analysts Say",2,Credibility
3300226462_C3,3300226462,Formal Process Examines A Morality Tale Wrapped in Farce,3,Credibility
3300226463,3300226463,"Instead of Free Buses, Transit Group Suggests Expanding Subway by 41 Miles",0,Neutral
3300226463_E1,3300226463,"Instead of Free Buses, Transit Group Suggests Expanding Subway by 41 Miles, in a Surprise Development",1,Engagement
3300226463_E2,3300226463,"Instead of Free Buses, Transit Group Suggests Expanding Subway by 41 Miles Draws Intense Public Response",2,Engagement
3300226463_E3,3300226463,"Instead of Free Buses, Transit Group Suggests Expanding Subway by 41 Miles as Pressure Builds",3,Engagement
3300226463_C1,3300226463,"Details on Instead of Free Buses, Transit Group Suggests Expanding Subway by 41 Miles",1,Credibility
3300226463_C2,3300226463,"Report: Instead of Free Buses, Transit Group Suggests Expanding Subway by 41 Miles",2,Credibility
3300226463_C3,3300226463,"Review Underway Regarding Instead of Free Buses, Transit Group Suggests Expanding Subway by 41 Miles",3,Credibility
3300226464,3300226464,Representing The Poorest While Living The High Life,0,Neutral
3300226464_E1,3300226464,"Representing The Poorest While Living The High Life, in a Surprise Development",1,Engagement
3300226464_E2,3300226464,Why Representing The Poorest While Living The High Life Is Stirring Strong Reactions,2,Engagement
3300226464_E3,3300226464,Representing The Poorest While Living The High Life as Pressure Builds,3,Engagement
3300226464_C1,3300226464,"Representing The Poorest While Living The High Life, Explained",1,Credibility
3300226464_C2,3300226464,Report: Representing The Poorest While Living The High Life,2,Credibility
3300226464_C3,3300226464,Officials Assess Representing The Poorest While Living The High Life,3,Credibility
3300226465,3300226465,Musk Folds A.I. Start-Up Into SpaceX,0,Neutral
3300226465_E1,3300226465,What No One Saw Coming: Musk Folds A.I. Start-Up Into SpaceX,1,Engagement
3300226465_E2,3300226465,Why Musk Folds A.I. Start-Up Into SpaceX Is Stirring Strong Reactions,2,Engagement
3300226465_E3,3300226465,Musk Folds A.I. Start-Up Into SpaceX While Stakes Continue to Rise,3,Engagement
3300226465_C1,3300226465,"Musk Folds A.I. Start-Up Into SpaceX, Explained",1,Credibility
3300226465_C2,3300226465,"Musk Folds A.I. Start-Up Into SpaceX, According to Officials",2,Credibility
3300226465_C3,3300226465,Formal Process Examines Musk Folds A.I. Start-Up Into SpaceX,3,Credibility
3300226466,3300226466,Moron Cakes and Boycott Apps: How Danes Cope With U.S. Belligerence,0,Neutral
3300226466_E1,3300226466,"Moron Cakes and Boycott Apps: How Danes Cope With U.S. Belligerence, in a Surprise Development",1,Engagement
3300226466_E2,3300226466,Why Moron Cakes and Boycott Apps: How Danes Cope With U.S. Belligerence Is Stirring Strong Reactions,2,Engagement
3300226466_E3,3300226466,Moron Cakes and Boycott Apps: How Danes Cope With U.S. Belligerence While Stakes Continue to Rise,3,Engagement
3300226466_C1,3300226466,Details on Moron Cakes and Boycott Apps: How Danes Cope With U.S. Belligerence,1,Credibility
3300226466_C2,3300226466,"Moron Cakes and Boycott Apps: How Danes Cope With U.S. Belligerence, According to Officials",2,Credibility
3300226466_C3,3300226466,Officials Assess Moron Cakes and Boycott Apps: How Danes Cope With U.S. Belligerence,3,Credibility
3300226468,3300226468,PepsiCo Pledges Cheaper Snacks After Years Of Rising Prices,0,Neutral
3300226468_E1,3300226468,What No One Saw Coming: PepsiCo Pledges Cheaper Snacks After Years Of Rising Prices,1,Engagement
3300226468_E2,3300226468,PepsiCo Pledges Cheaper Snacks After Years Of Rising Prices Sparks Widespread Concern,2,Engagement
3300226468_E3,3300226468,"PepsiCo Pledges Cheaper Snacks After Years Of Rising Prices, With Key Questions Unresolved",3,Engagement
3300226468_C1,3300226468,What the Data Show About PepsiCo Pledges Cheaper Snacks After Years Of Rising Prices,1,Credibility
3300226468_C2,3300226468,"PepsiCo Pledges Cheaper Snacks After Years Of Rising Prices, Analysts Say",2,Credibility
3300226468_C3,3300226468,Formal Process Examines PepsiCo Pledges Cheaper Snacks After Years Of Rising Prices,3,Credibility
3300226469,3300226469,Big Tech Pulls Wall Street Lower as Gold and Silver Rise,0,Neutral
3300226469_E1,3300226469,"Big Tech Pulls Wall Street Lower as Gold and Silver Rise, in a Surprise Development",1,Engagement
3300226469_E2,3300226469,Why Big Tech Pulls Wall Street Lower as Gold and Silver Rise Is Stirring Strong Reactions,2,Engagement
3300226469_E3,3300226469,"Big Tech Pulls Wall Street Lower as Gold and Silver Rise, With Key Questions Unresolved",3,Engagement
3300226469_C1,3300226469,What the Data Show About Big Tech Pulls Wall Street Lower as Gold and Silver Rise,1,Credibility
3300226469_C2,3300226469,"Big Tech Pulls Wall Street Lower as Gold and Silver Rise, Analysts Say",2,Credibility
3300226469_C3,3300226469,Officials Assess Big Tech Pulls Wall Street Lower as Gold and Silver Rise,3,Credibility
3300226470,3300226470,Moon Launch Delayed After Hydrogen Leaks During Test,0,Neutral
3300226470_E1,3300226470,An Unexpected Turn: Moon Launch Delayed After Hydrogen Leaks During Test,1,Engagement
3300226470_E2,3300226470,Moon Launch Delayed After Hydrogen Leaks During Test Draws Intense Public Response,2,Engagement
3300226470_E3,3300226470,"Moon Launch Delayed After Hydrogen Leaks During Test, With Key Questions Unresolved",3,Engagement
3300226470_C1,3300226470,"Moon Launch Delayed After Hydrogen Leaks During Test, Explained",1,Credibility
3300226470_C2,3300226470,"Moon Launch Delayed After Hydrogen Leaks During Test, According to Officials",2,Credibility
3300226470_C3,3300226470,Formal Process Examines Moon Launch Delayed After Hydrogen Leaks During Test,3,Credibility
3300226471,3300226471,New York Will Deploy Legal Observers to Document ICE Raids,0,Neutral
3300226471_E1,3300226471,An Unexpected Turn: New York Will Deploy Legal Observers to Document ICE Raids,1,Engagement
3300226471_E2,3300226471,Why New York Will Deploy Legal Observers to Document ICE Raids Is Stirring Strong Reactions,2,Engagement
3300226471_E3,3300226471,New York Will Deploy Legal Observers to Document ICE Raids While Stakes Continue to Rise,3,Engagement
3300226471_C1,3300226471,Details on New York Will Deploy Legal Observers to Document ICE Raids,1,Credibility
3300226471_C2,3300226471,"New York Will Deploy Legal Observers to Document ICE Raids, Analysts Say",2,Credibility
3300226471_C3,3300226471,Formal Process Examines New York Will Deploy Legal Observers to Document ICE Raids,3,Credibility
3300226472,3300226472,Police Search X's Premises in Paris as a Tech Inquiry Widens,0,Neutral
3300226472_E1,3300226472,What No One Saw Coming: Police Search X's Premises in Paris as a Tech Inquiry Widens,1,Engagement
