"ID","GOID","Title","Cue","Dimension","source"
"3293588091_E3",3293588091,"Under Trump, a Shift Toward ‘Absolute Immunity’ for ICE as Pressure Builds","3","Engagement","NYT"
"3297616238_E2",3297616238,"With questions looming, Four Fed Finalists, but No Perfect Pick — as a pivotal moment approaches","E2","Engagement","WSJ"
"3293875747_C2",3293875747,"Tensions Flare as U.N. Hosts Meeting on Iran, According to Officials","2","Credibility","NYT"
"3298343606_E1",3298343606,"Ukraine’s Front Lines Grow Younger as the War Forces a Hard Choice","E1","Engagement","WSJ"
"3294219834_E1",3294219834,"What No One Saw Coming: New City Schools Chief Is Shaping an Agenda","1","Engagement","NYT"
"3300226429_E2",3300226429,"Gold Card Visa Program Draws Lawsuit Draws Intense Public Response","2","Engagement","NYT"
"3294219832",3294219832,"What Are You Worried About? The Hockey Rink Will Be Ready.","0","Neutral","NYT"
"3297947042_C1",3297947042,"Tesla invests $2 billion in xAI as quarterly profit falls 61%","C1","Engagement","WSJ"
"3300234094_E2",3300234094,"Can Deportations Lower Housing Prices? --- White House cites crackdown for drop in some cities but economists disagree — with a key decision still ahead","E2","Engagement","WSJ"
"3297946923_E2",3297946923,"Amazon To Lay Off 16,000 Corporate Employees — with what comes next uncertain","E2","Engagement","WSJ"
"3300226476_E1",3300226476,"Trump Repeats Call to 'Nationalize' Voting as White House Walks It Back, in a Surprise Development","1","Engagement","NYT"
"3300226481_C1",3300226481,"A Touchstone for Climbers That Lived Up to Its Name, Explained","1","Credibility","NYT"
"3297616294_E3",3297616294,"Meta, Corning Set Fiber-Optic Deal — as consequences start to come into focus","E3","Engagement","WSJ"
"3298850643_E2",3298850643,"Crude-Oil Glut Pressures Chevron, Exxon Earnings — as investors brace for what follows","E2","Engagement","WSJ"
"3297297522_E3",3297297522,"Iranian Oil Profits Are Shrinking — as pressure builds for what comes next","E3","Engagement","WSJ"
"3299613735_C2",3299613735,"Crypto-Hoarding Strategy Leaves Some Fans With Losses","C2","Engagement","WSJ"
"3298343592_E2",3298343592,"Microsoft AI Outlays Prompt Tech Stock Selloff — but the next development could be decisive","E2","Engagement","WSJ"
"3294219865_E1",3294219865,"An Unexpected Turn: Russia Debates How Well It's Adapted to the Age of Drones","1","Engagement","NYT"
"3299380475_N",3299380475,"French Firm to Cut ICE-Linked Unit --- Capgemini's move comes over criticism of contract to track immigrants in U.S.","N","Neutral","WSJ"
"3297297532_E2",3297297532,"With a showdown brewing, Bowman Softens Bank Oversight at Fed --- Trump ally slashes staff and moves to roll back regulations from financial crisis — and the pressure isn't easing","E2","Engagement","WSJ"
"3294180815_E2",3294180815,"The Disaster to Come: New York’s Next Superstorm Draws Intense Public Response","2","Engagement","NYT"
"3297946928_E3",3297946928,"Gold Takes Its Biggest Leap Since 2020 Amid Fed Pause — and the fallout could be significant","E3","Engagement","WSJ"
"3299380473_N",3299380473,"No One Knows How Many Deadly Air Bags Are on U.S. Roads","N","Neutral","WSJ"
"3297616420_E3",3297616420,"Kimberly-Clark Posts Higher Profit — with an uneasy question hanging over it","E3","Engagement","WSJ"
"3300226460_C2",3300226460,"Ticking Closer Toward Doom, Analysts Say","2","Credibility","NYT"
"3300226488_C2",3300226488,"Giulietta Conjures Coastal Italy During a Bleak New York Winter, According to Officials","2","Credibility","NYT"
"3298850610_E2",3298850610,"Cuba Is Losing a Key Oil Supplier as Mexico Pulls Back — but the next development could be decisive","E2","Engagement","WSJ"
"3300226491_C2",3300226491,"Report: Iran President Conditionally Backs Talks With U.S.","2","Credibility","NYT"
"3300226443_E3",3300226443,"Humor Too Jewish For Laughs?, With Key Questions Unresolved","3","Engagement","NYT"
"3300233643_C1",3300233643,"Miran resigns as Trump adviser and is expected to stay at the Fed until a successor is confirmed","C1","Engagement","WSJ"
"3299610139_E1",3299610139,"An Unexpected Turn: U.S. and Iranian Officials to Meet as Trump's Threats Loom Over the Region","1","Engagement","NYT"
"3299380619_E1",3299380619,"Rafah Crossing Set to Reopen, Restoring a Key Gateway Out of Gaza","E1","Engagement","WSJ"
"3300234092_E3",3300234092,"Trump Steps Up Call to 'Take Over' Elections — as pressure builds for what comes next","E3","Engagement","WSJ"
"3299613736_C2",3299613736,"Pretti Linked to Growing Group of Armed Citizens, Officials Say","C2","Engagement","WSJ"
"3297614497_E2",3297614497,"Amazon Shuts Down Fresh, Go Grocery Sites --- Retailer to convert some locations into Whole Foods Market stores — with a key decision still ahead","E2","Engagement","WSJ"
"3293875733",3293875733,"In Pile of Pardons, Second Reprieve for Fraudster","0","Neutral","NYT"
"3300226460_E3",3300226460,"Ticking Closer Toward Doom While Stakes Continue to Rise","3","Engagement","NYT"
"3294219870_E2",3294219870,"Why Virginia Lawmakers Take Big Step Toward Redrawing House Maps Is Stirring Strong Reactions","2","Engagement","NYT"
"3293875718_C3",3293875718,"Formal Process Examines Greek Court Acquits Rescue Workers","3","Credibility","NYT"
"3297946839_C1",3297946839,"Dollar’s sharp decline raises risks for U.S. influence abroad and for multinational earnings","C1","Engagement","WSJ"
"3299612188_N",3299612188,"U.S. Will Cut Tariffs on India to 18% --- Trump says Modi agrees to stop buying Russian oil, step up American purchases","N","Neutral","WSJ"
"3297616268_E2",3297616268,"With a showdown brewing, Higher Jet Deliveries Lift Sales at Boeing — and the pressure isn't easing","E2","Engagement","WSJ"
"3299378814_E2",3299378814,"New Debuts Make Most of Top 5 — but the next development could be decisive","E2","Engagement","WSJ"
"3294180812",3294180812,"Inside the Doctors Without Borders Clinics That Israel Is Closing in Gaza","0","Neutral","NYT"
"3300194751_E2",3300194751,"Let Them Eat Goo Sparks Widespread Concern","2","Engagement","NYT"
"3300226426_C2",3300226426,"Report: Venezuela's Leader Eases Her System's Authoritarian Grip","2","Credibility","NYT"
"3300234141_C1",3300234141,"Poland arrests an official on suspicion of spying","C1","Engagement","WSJ"
"3298850612_E1",3298850612,"Iger Moves Up His Disney Exit Timeline as Board Nears a Successor Decision","E1","Engagement","WSJ"
"3300233640_C1",3300233640,"AI jitters erase about $300 billion from software companies’ market value","C1","Engagement","WSJ"
"3299380469_C2",3299380469,"Judge Orders Release of Detained 5-Year-Old Boy","C2","Engagement","WSJ"
"3299610156_E2",3299610156,"Why Hidden Cameras, Intimate Images and No Consent Is Stirring Strong Reactions","2","Engagement","NYT"
"3294117058_C1",3294117058,"Jodie Foster: An American Oscar-Winner in Paris, Explained","1","Credibility","NYT"
"3299612164_C3",3299612164,"'Today' co-anchor says mother feared kidnapped, according to a police report and family statement","C3","Engagement","WSJ"
"3294180808_E1",3294180808,"An Unexpected Turn: A Week Without Heat in New York City","1","Engagement","NYT"
"3298343606_C1",3298343606,"Ukraine deploys its youngest soldiers to the front as manpower shortages worsen","C1","Engagement","WSJ"
"3297297582_E1",3297297582,"Treasury Pulls the Plug on Every Booz Allen Contract","E1","Engagement","WSJ"
"3298850894_C3",3298850894,"Official data show Trump's Fed Pick Faces Big Hurdles --- Warsh, if confirmed, to inherit a central bank divided over future path on rates","C3","Engagement","WSJ"
"3299612167_C3",3299612167,"Gabbard complaint remains unresolved as agency review continues, according to case records","C3","Engagement","WSJ"
"3294219838_E1",3294219838,"In It for the Long, or Short, Run, in a Surprise Development","1","Engagement","NYT"
"3300233873_C2",3300233873,"Peltz Challenges Iger Over Company's Strategy Shift","C2","Engagement","WSJ"
"3300226477_E1",3300226477,"Law Firm Chairman Says He Regrets Epstein Link, in a Surprise Development","1","Engagement","NYT"
"3300234116_C3",3300234116,"States move to repeal legal protections for federal officers, advancing bills through legislatures","C3","Engagement","WSJ"
"3293875731_E2",3293875731,"Limits Eyed on A.I.-Driven Electricity Bill Increases Sparks Widespread Concern","2","Engagement","NYT"
"3294219830",3294219830,"Watering Down Proposal To Limit Men to One Drink","0","Neutral","NYT"
"3297947005_E2",3297947005,"Fed Holds Key Interest Rate Steady --- Central bank offers little clarity on when easing will resume; 2 officials wanted cut as a high-stakes deadline approaches","E2","Engagement","WSJ"
"3300226438_E3",3300226438,"Stars Move to Downbeat of Politics at Grammys While Stakes Continue to Rise","3","Engagement","NYT"
"3293557009_E3",3293557009,"In Canada, A Province Ends a Test On Drug Use While Stakes Continue to Rise","3","Engagement","NYT"
"3300226447_C1",3300226447,"A Journalist Who Looks for Clues in Plain Sight, Explained","1","Credibility","NYT"
"3299610138_C2",3299610138,"Report: After Weeks of Rancor, Hospitals and Nurses See Glimmer of Hope for Path Forward","2","Credibility","NYT"
"3298831079_E2",3298831079,"For Poor Kids, Upward Mobility Can Be Imported — and the outcome is far from settled","E2","Engagement","WSJ"
"3299645133_C1",3299645133,"Details on Parents Navigate a Fracturing Vaccine Landscape","1","Credibility","NYT"
"3299613712_N",3299613712,"President Demands End of Shutdown","N","Neutral","WSJ"
"3299613649_C2",3299613649,"Hackers Seek Disgruntled Insiders to Facilitate Attacks","C2","Engagement","WSJ"
"3294219858_C3",3294219858,"Formal Process Examines A 'Weird, Wonderful' Night at the 'Rocky Horror Picture Show'","3","Credibility","NYT"
"3298343604_E1",3298343604,"Gold and Silver’s Run Is Being Driven by Individuals While Pros Get Left Behind","E1","Engagement","WSJ"
"3297950451_N",3297950451,"Georgia Election Office Searched By FBI --- Fulton County was focus for Trump as he tried to overturn Biden's 2020 win","N","Neutral","WSJ"
"3300226446_C1",3300226446,"German Firm Makes Big Bet On Power Need For A.I. in U.S., Explained","1","Credibility","NYT"
"3300226472_C3",3300226472,"Officials Assess Police Search X's Premises in Paris as a Tech Inquiry Widens","3","Credibility","NYT"
"3293916590_C1",3293916590,"What the Data Show About The Kid Mero, Now a Morning-Radio Motormouth","1","Credibility","NYT"
"3300226471_E1",3300226471,"An Unexpected Turn: New York Will Deploy Legal Observers to Document ICE Raids","1","Engagement","NYT"
"3297614498_C2",3297614498,"Company CEO Raises Concerns About Canada's EV Policy Shift","C2","Engagement","WSJ"
"3297616251_C2",3297616251,"Trump Returns to Farm Country Amid Ongoing Concerns","C2","Engagement","WSJ"
"3298345371_N",3298345371,"Olympian's Drug Bust Rocks U.S.-Mexico Ties --- Sheinbaum, Patel have told differing accounts about the role of U.S. agents","N","Neutral","WSJ"
"3294219842",3294219842,"Tiny Love Stories; One Good Cookie","0","Neutral","NYT"
"3293875778_E2",3293875778,"She Wants to Die. Will Canada Let Her? Draws Intense Public Response","2","Engagement","NYT"
"3294117057_C2",3294117057,"Maduro’s Enforcer Faces an Uneasy Transition, and a Bounty on His Head, According to Officials","2","Credibility","NYT"
"3297950451_E1",3297950451,"FBI Searches Georgia Election Office as Fulton County Scrutiny Returns","E1","Engagement","WSJ"
"3293875721_C2",3293875721,"Report: Winter Olympic Sports Without a Trip to Milan","2","Credibility","NYT"
"3297946815_E1",3297946815,"New York’s Mayor Targets the Top Earners With a Fresh Tax Push","E1","Engagement","WSJ"
"3294180814_C3",3294180814,"Review Underway Regarding Inside the Fight to Keep Iran Online","3","Credibility","NYT"
"3297616277_C3",3297616277,"A court record shows President Backs Noem as Criticism Mounts.","C3","Engagement","WSJ"
"3294219852_C1",3294219852,"Details on New York's Next Superstorm Is a Disaster Waiting to Happen","1","Credibility","NYT"
"3300226485_C1",3300226485,"'It's Been Brutal': ICE Surge Ravages Twin Cities Economy, Explained","1","Credibility","NYT"
"3300226429_C1",3300226429,"What the Data Show About Gold Card Visa Program Draws Lawsuit","1","Credibility","NYT"
"3293875747",3293875747,"Tensions Flare as U.N. Hosts Meeting on Iran","0","Neutral","NYT"
"3300233664_N",3300233664,"Executive Criticizes Trump Intrusions","N","Neutral","WSJ"
"3299380510_E3",3299380510,"Meta's Breakneck Spending on AI Is Already Paying Off — but the real test may be just ahead","E3","Engagement","WSJ"
"3300229405_C3",3300229405,"Nintendo reiterates annual guidance in its latest forecast update, keeping Switch 2 and profit outlook intact","C3","Engagement","WSJ"
"3297947002_C3",3297947002,"In documents submitted for approval, A Doom Loop Of Deflation Traps China's Economy --- Exports drive growth while competition from overproduction hits prices.","C3","Engagement","WSJ"
"3299380356_C1",3299380356,"Epstein file release reveals victims’ names despite legal redaction requirements","C1","Engagement","WSJ"
"3299610136_E3",3299610136,"Each Side in Gun Debate Finds Itself Taking an Unlikely Position About Trump While Stakes Continue to Rise","3","Engagement","NYT"
"3300194752_C1",3300194752,"What the Data Show About U.S. Failed to Alert Judge to Press Law in Application to Search Reporter’s Home","1","Credibility","NYT"
"3299610138_E2",3299610138,"After Weeks of Rancor, Hospitals and Nurses See Glimmer of Hope for Path Forward Sparks Widespread Concern","2","Engagement","NYT"
"3299613663_C1",3299613663,"Costa Rica elects conservative president, extending Latin America’s rightward shift","C1","Engagement","WSJ"
"3297616256_C3",3297616256,"Minutes from the meeting show Weiss Lays Out Vision To Transform CBS News.","C3","Engagement","WSJ"
"3294219830_E1",3294219830,"What No One Saw Coming: Watering Down Proposal To Limit Men to One Drink","1","Engagement","NYT"
"3300226492_E1",3300226492,"Long a Country's Job, Drug Testing Athletes Faces a Major Change, in a Surprise Development","1","Engagement","NYT"
"3298343579_C3",3298343579,"In documents submitted to regulators, Trump to Pick Warsh to Lead the Fed --- Announcement, expected Friday, will conclude search for successor to Powell.","C3","Engagement","WSJ"
"3297616410_C2",3297616410,"SoftBank Plans to Increase Funding Commitment to OpenAI","C2","Engagement","WSJ"
"3299613710_E1",3299613710,"Cocaine Becomes the Unwanted Third Party in U.S.–Colombia Talks","E1","Engagement","WSJ"
"3299613655_C1",3299613655,"Pension fund’s failed coffee-farm investment underscores private-market risk and illiquidity","C1","Engagement","WSJ"
"3299645134_C1",3299645134,"Public Media Holds Its Apocalypse at Bay, for Now, Explained","1","Credibility","NYT"
"3294219829",3294219829,"The Pacific Coast Highway Is Finally Fully Reopened","0","Neutral","NYT"
"3298343573_C1",3298343573,"2025 House of the Week: a by-the-numbers look at the year’s featured homes","C1","Engagement","WSJ"
"3299612166_C3",3299612166,"SpaceX acquires Musk’s xAI in internal transaction, company says, consolidating operations under one entity","C3","Engagement","WSJ"
"3297941135_C3",3297941135,"In a court filing, Meta Readies Huge Spending Hike --- Stock soars after hours following company report of record-high sales.","C3","Engagement","WSJ"
"3294180903_E2",3294180903,"Trump Has Machado’s Nobel Prize, but Neither Got What They Really Wanted Sparks Widespread Concern","2","Engagement","NYT"
"3300233865_E1",3300233865,"From NFL Nomad to Steal: Sam Darnold Becomes the Seahawks’ Surprise Bargain","E1","Engagement","WSJ"
"3299645140_C2",3299645140,"Best and Worst Moments From the 2026 Grammys, According to Officials","2","Credibility","NYT"
"3298343598_E2",3298343598,"Apple Supplier STMicroelectronics Posts Rise in Sales — and the stakes are getting higher","E2","Engagement","WSJ"
"3293875753_C3",3293875753,"Review Underway Regarding U.S. Offers Health Aid, But Sets Up Conditions","3","Credibility","NYT"
"3294117059_C1",3294117059,"Is This Billionaire a Financial Genius or a Fraudster?, Explained","1","Credibility","NYT"
"3297616418_C3",3297616418,"In testimony before lawmakers, Venezuelans Hold Out Hope For an Economic Recovery --- Removal of Maduro has thawed relations with U.S. and brought an influx of dollars.","C3","Engagement","WSJ"
"3297297391_E2",3297297391,"Flat Rates Offered to Medicare Insurers — but the next development could be decisive","E2","Engagement","WSJ"
"3297297517_N",3297297517,"South Korea Hit With Tariff Hike","N","Neutral","WSJ"
"3293588093",3293588093,"2026 May Be the Year of the Mega IPO","0","Neutral","NYT"
"3300226483",3300226483,"'Disgusted' by Photo White House Altered, Subject Speaks Out","0","Neutral","NYT"
"3294219834_C3",3294219834,"Formal Process Examines New City Schools Chief Is Shaping an Agenda","3","Credibility","NYT"
"3299610145_C1",3299610145,"What the Data Show About The Art Trade Sees Potential in the Persian Gulf","1","Credibility","NYT"
"3298343608_C2",3298343608,"Alibaba Partners With Robovan Company on New Delivery Effort","C2","Engagement","WSJ"
"3293875738_C3",3293875738,"Officials Assess For Gourmet, New Media Is New Life","3","Credibility","NYT"
"3299378812_E1",3299378812,"Swatch Stock Ticks Up as Sales Growth Reappears","E1","Engagement","WSJ"
"3293557011_C1",3293557011,"City's New Consumer Protection Commissioner Vows More Aggressive Action, Explained","1","Credibility","NYT"
"3300226481_C3",3300226481,"Formal Process Examines A Touchstone for Climbers That Lived Up to Its Name","3","Credibility","NYT"
"3300234096_C2",3300234096,"Ivanhoe Mines in Talks to Supply Minerals to U.S.","C2","Engagement","WSJ"
"3299610156_E1",3299610156,"Hidden Cameras, Intimate Images and No Consent, in a Surprise Development","1","Engagement","NYT"
"3293557009",3293557009,"In Canada, A Province Ends a Test On Drug Use","0","Neutral","NYT"
"3293875754_C3",3293875754,"Review Underway Regarding Trump Pushes To Retain Coal On Power Grid","3","Credibility","NYT"
"3299610128_E3",3299610128,"Seeking Truce Between 2 Leaders Unaccustomed to Backing Down, With Key Questions Unresolved","3","Engagement","NYT"
"3299610132_C3",3299610132,"Officials Assess In the Carolinas, a Devastating Storm Leaves Residents Reeling","3","Credibility","NYT"
"3300233639_C1",3300233639,"Stephen Miller, a top Trump aide, uses White House influence to push more aggressive policies","C1","Engagement","WSJ"
"3300234098_C2",3300234098,"Empire State Building Monitors Buzzing From Nearby Bees","C2","Engagement","WSJ"
"3299613734_N",3299613734,"Judge Rebuffs DHS, Shields Haitians","N","Neutral","WSJ"
"3293875767_C3",3293875767,"Formal Process Examines Stock Investment Tip for 2026: 'Don't Fight the White House'","3","Credibility","NYT"
"3297297577_C1",3297297577,"Lands’ End forms partnership with WHP as it pursues brand and retail expansion","C1","Engagement","WSJ"
"3300233659_E3",3300233659,"PayPal Swaps CEO, Warns on Profit — and the next move could reshape the outcome","E3","Engagement","WSJ"
"3293875733_C3",3293875733,"Officials Assess In Pile of Pardons, Second Reprieve for Fraudster","3","Credibility","NYT"
"3299380521_C2",3299380521,"Nobel Peace Prize Director Points to Need for Institutional Independence","C2","Engagement","WSJ"
"3297616220_E1",3297616220,"Two Officials Are Identified as the Ones Who Shot Alex Pretti","E1","Engagement","WSJ"
"3298343592_C3",3298343592,"In an official statement, Microsoft AI Outlays Prompt Tech Stock Selloff.","C3","Engagement","WSJ"
"3298343589_E1",3298343589,"China Gives iPhone Sales a Boost as Apple’s Cost Outlook Steals the Spotlight","E1","Engagement","WSJ"
"3298850644_N",3298850644,"Pennsylvania Wins Lilly Drug Factory","N","Neutral","WSJ"
"3300226415",3300226415,"Still True to Form, A Timeless Delight Stages a Return","0","Neutral","NYT"
"3298850636_E2",3298850636,"Verizon Logs Big Subscriber Gains Under New CEO — as rivals and regulators close in","E2","Engagement","WSJ"
"3298343628_C1",3298343628,"Iran’s leaders face limited options as Trump’s threats escalate and pressure mounts","C1","Engagement","WSJ"
"3300233642_E3",3300233642,"Cyber Firm To Buy AI Specialist AllTrue — but the real test may be just ahead","E3","Engagement","WSJ"
"3298338135_E1",3298338135,"A Milestone Moment as U.S. Life Expectancy Hits a Record High","E1","Engagement","WSJ"
"3298338135_E3",3298338135,"U.S. Life Expectancy Reaches All-Time High — and rivals are bracing for what’s next","E3","Engagement","WSJ"
"3293557018_E3",3293557018,"Cyberattack in Venezuela Showed Precision of U.S. Capabilities as Pressure Builds","3","Engagement","NYT"
"3298343596_E1",3298343596,"Carlyle Moves for Lukoil’s Overseas Assets in a Provisional Buyout Play","E1","Engagement","WSJ"
"3298338129_E3",3298338129,"Spy Chief Gabbard Has Been Hunting For 2020 Election Fraud for Months — as the fight heads toward a critical moment","E3","Engagement","WSJ"
"3298343620_E1",3298343620,"Klobuchar Jumps Into Minnesota Governor Race and Scrambles the Field","E1","Engagement","WSJ"
"3299380482_C1",3299380482,"Hyundai CEO leads U.S. expansion push and bets on robotics for future growth","C1","Engagement","WSJ"
"3293875754",3293875754,"Trump Pushes To Retain Coal On Power Grid","0","Neutral","NYT"
"3300226437",3300226437,"Waymo Raises Funding To Fuel Its Global Goals","0","Neutral","NYT"
"3294117060_C3",3294117060,"Review Underway Regarding If You Think This Instrument Is Hard to Play, Try Building One","3","Credibility","NYT"
"3297619312_E2",3297619312,"Dollar Extends Slide on Comment By Trump — and the outcome remains uncertain","E2","Engagement","WSJ"
"3297616253_N",3297616253,"New Trump Threat Jolts Trade Partners --- Move against South Korea, after a tariff deal, shows nations' political asymmetry","N","Neutral","WSJ"
"3299610128",3299610128,"Seeking Truce Between 2 Leaders Unaccustomed to Backing Down","0","Neutral","NYT"
"3298343580_C1",3298343580,"Amazon considers investing up to $50 billion in OpenAI, people familiar say","C1","Engagement","WSJ"
"3297619298_C1",3297619298,"P sets a new record, reporting a strong quarterly result","C1","Engagement","WSJ"
"3293916589_E2",3293916589,"Iran Protests Quelled Since Deadly Crackdown, Residents Say Sparks Widespread Concern","2","Engagement","NYT"
"3293875728_E2",3293875728,"Why Sale of 5,000 Apartments Gets Approval From Judge Over Mayor's Objections Is Stirring Strong Reactions","2","Engagement","NYT"
"3294219844_C3",3294219844,"Formal Process Examines Billionaire Won't Join Races For L.A. Mayor or Governor","3","Credibility","NYT"
"3298850635_E1",3298850635,"Nvidia’s Second Thoughts Slow a Potential OpenAI Megadeal","E1","Engagement","WSJ"
"3299380619_C1",3299380619,"Gaza’s Rafah crossing set to reopen, restoring a key route for travel and aid","C1","Engagement","WSJ"
"3299613710_C3",3299613710,"In a policy move, Cocaine Clouds U.S.-Colombia Talks after an internal review","C3","Engagement","WSJ"
"3293875749_C1",3293875749,"Prosecutors Say Officer Who Hurled Cooler Was Not Trying to Save Lives, Explained","1","Credibility","NYT"
"3293588089_E3",3293588089,"The U.S. Is Pressing Mexico to Allow U.S. Forces to Fight Cartels as Pressure Builds","3","Engagement","NYT"
"3300226422_E1",3300226422,"News Veteran Is New C.E.O. At Public Radio In New York, in a Surprise Development","1","Engagement","NYT"
"3299380627_E3",3299380627,"Funding To End Shutdown Runs Into Pushback — House Democrats call for immigration changes before they would support deal; and rivals are bracing for what’s next","E3","Engagement","WSJ"
"3299613726_E3",3299613726,"Factory Activity Ramps Up — as consequences start to come into focus","E3","Engagement","WSJ"
"3297947003_E1",3297947003,"New Detail Emerges as Pretti Had Prior Clash With Agents","E1","Engagement","WSJ"
"3299612240_E1",3299612240,"Border Reopens, Yet Only a Trickling Few Palestinians Cross Into Egypt","E1","Engagement","WSJ"
"3297297426_C2",3297297426,"First Brands Shuts Additional Units After Bankruptcy Filing","C2","Engagement","WSJ"
"3299380513_E3",3299380513,"Tourists in Japan Are Baffled: Where Are the Trash Cans? — Influx of visitors forces country to school foreigners on art of being a human waste bin; as uncertainty grows over the final result","E3","Engagement","WSJ"
"3298343610_N",3298343610,"He Gave Up $75 Million To Play for the Mets","N","Neutral","WSJ"
"3293875776_C1",3293875776,"Details on Good Was Not Following ICE Agents, Lawyer Says","1","Credibility","NYT"
"3294219894_E1",3294219894,"What No One Saw Coming: In Madrid Enclave, Exiles, Including 'Presidente,' Watch and Wait","1","Engagement","NYT"
"3299613663_E3",3299613663,"Costa Ricans Shift to Right — A conservative is elected president, furthering a trend in Latin America; and rivals are bracing for what’s next","E3","Engagement","WSJ"
"3294219844_E3",3294219844,"Billionaire Won't Join Races For L.A. Mayor or Governor as Pressure Builds","3","Engagement","NYT"
"3299613736_E3",3299613736,"Pretti Was Part of Growing Group Of Armed Citizens in Minneapolis — but the stakes are about to get higher","E3","Engagement","WSJ"
"3299378814_C1",3299378814,"Box-office roundup: new releases account for most of the week’s top five debuts","C1","Engagement","WSJ"
"3298343626_E2",3298343626,"Venezuela Airspace Will Reopen — as leaders weigh a risky choice","E2","Engagement","WSJ"
"3300226430",3300226430,"Party Tips That Let You Enjoy the Game","0","Neutral","NYT"
"3299613675_C3",3299613675,"Audit finding: Musk's SpaceX Restricts Use Of Starlink by Russian Drones under new guidelines","C3","Engagement","WSJ"
"3293875756",3293875756,"Former Super Is Convicted Of Fleecing Ailing Tenant","0","Neutral","NYT"
"3298343589_E3",3298343589,"Chinese Demand Lifts iPhone Sales — Apple races past its strong forecast, but cost projections worry investors; and rivals are bracing for what’s next","E3","Engagement","WSJ"
"3299645135_E3",3299645135,"Microsoft Pledged to Save Water. In the AI Era, It Expects Water Use to Soar. While Stakes Continue to Rise","3","Engagement","NYT"
"3300226416_E1",3300226416,"What No One Saw Coming: 12 Palestinians Allowed To Cross Back Into Gaza","1","Engagement","NYT"
"3293588094_C2",3293588094,"Report: Machado Says She Presented Trump With a ‘Medal’ Amid Scorn Over Her Nobel","2","Credibility","NYT"
"3298850631_E2",3298850631,"With questions looming, Warsh Traveled Long Path to Fed Chair --- Trump's choice has in the past defended the independence of the central bank — as a pivotal moment approaches","E2","Engagement","WSJ"
"3298338130_C2",3298338130,"Executives Emphasize 'De-Escalation' in Recent Public Remarks","C2","Engagement","WSJ"
"3300226485_C2",3300226485,"'It's Been Brutal': ICE Surge Ravages Twin Cities Economy, Analysts Say","2","Credibility","NYT"
"3294219830_C1",3294219830,"Details on Watering Down Proposal To Limit Men to One Drink","1","Credibility","NYT"
"3298850623_C3",3298850623,"Official figures show Charter Hit By Decline In Internet Customers","C3","Engagement","WSJ"
"3298343592_C1",3298343592,"Heavy Microsoft AI spending fuels a tech stock selloff as investors reassess capital expenditures","C1","Engagement","WSJ"
"3293557007_E3",3293557007,"Venezuela Needs More Than Cash While Stakes Continue to Rise","3","Engagement","NYT"
"3294219863_E3",3294219863,"Dumbo Condo $1,800,000 as Pressure Builds","3","Engagement","NYT"
"3298343566_C2",3298343566,"Second Place Winner: Kiawah Island Golf Home Lists for $25 Million","C2","Engagement","WSJ"
"3298831075_E1",3298831075,"U.A.E. Reorders the Deck With a Shake-Up of Sovereign-Wealth Jobs","E1","Engagement","WSJ"
"3300226413_E2",3300226413,"Why Putting the Edge Of the World At Center Stage Is Stirring Strong Reactions","2","Engagement","NYT"
"3300226445_C1",3300226445,"For Fans, Each Day Will Be Cross-Country Event, Explained","1","Credibility","NYT"
"3298343616_E3",3298343616,"GameStop CEO Eyes A Major Acquisition — but the stakes are about to get higher","E3","Engagement","WSJ"
"3299645140_E1",3299645140,"An Unexpected Turn: Best and Worst Moments From the 2026 Grammys","1","Engagement","NYT"
"3297295411_E1",3297295411,"More U.S. Allies Edge Closer to China, Testing Old Lines","E1","Engagement","WSJ"
"3297950448_C1",3297950448,"Vinted expands secondhand marketplace as the thrift app pushes into new countries and categories","C1","Engagement","WSJ"
"3297295418_C3",3297295418,"The commission’s decision notes Israel to Reopen Gaza Crossing as Last Hostage's Body Found.","C3","Engagement","WSJ"
"3293875725_E1",3293875725,"What No One Saw Coming: As Iran Faces Protests, What's Different This Time? And What Persists?","1","Engagement","NYT"
"3297297396_C2",3297297396,"Synthesia Funding Round Values Company at Higher Level","C2","Engagement","WSJ"
"3297946987_C2",3297946987,"Microsoft Raises Forecast Despite Higher Spending","C2","Engagement","WSJ"
"3298850629_C1",3298850629,"Effort to save elephants in Malawi turns deadly, leaving people and animals dead","C1","Engagement","WSJ"
"3299380523_C1",3299380523,"Global salad chain partners with a small local bank, offering a financial lifeline","C1","Engagement","WSJ"
"3300234092_N",3300234092,"Trump Steps Up Call to 'Take Over' Elections","N","Neutral","WSJ"
"3294219899_E2",3294219899,"Trump's Fight in Minnesota Is About More Than Immigration Draws Intense Public Response","2","Engagement","NYT"
"3297616427_C3",3297616427,"A spokesperson said in a statement that Rep. Omar Is Attacked During Town Hall.","C3","Engagement","WSJ"
"3293875734_C3",3293875734,"Review Underway Regarding Trump Pulls Back on Plan To Invoke Insurrection Act","3","Credibility","NYT"
"3293875725_C2",3293875725,"As Iran Faces Protests, What's Different This Time? And What Persists?, According to Officials","2","Credibility","NYT"
"3300233646_C3",3300233646,"'Earnings Pope' at P leaves post, prompting concerns over guidance process and reporting oversight","C3","Engagement","WSJ"
"3300194743_E2",3300194743,"Alive on the Edge of the World, and Suddenly at Its Center Draws Intense Public Response","2","Engagement","NYT"
"3294219868",3294219868,"Looking Back as New Jersey's Governor Heads Out","0","Neutral","NYT"
